SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Manual Hourly (meter)
407,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-01-08 23:00:00,1.1
408,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 00:00:00,1.335
409,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 01:00:00,1.23
410,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 02:00:00,1.27
411,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 03:00:00,1.3
412,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 04:00:00,1.32
413,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 05:00:00,1.32
414,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 06:00:00,1.34
415,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 07:00:00,1.34
416,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 08:00:00,1.34
417,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 09:00:00,1.335
418,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 10:00:00,1.335
419,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 11:00:00,1.335
420,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 12:00:00,1.33
421,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 13:00:00,1.33
422,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 14:00:00,1.33
423,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 15:00:00,1.33
424,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 16:00:00,1.345
425,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 17:00:00,1.345
426,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 18:00:00,1.345
427,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 19:00:00,1.345
428,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 20:00:00,1.35
429,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 21:00:00,1.35
430,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 22:00:00,1.35
431,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-02-08 23:00:00,1.35
432,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 00:00:00,1.35
433,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 01:00:00,1.335
434,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 02:00:00,1.335
435,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 03:00:00,1.335
436,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 04:00:00,1.34
437,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 05:00:00,1.34
438,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 06:00:00,1.34
439,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 07:00:00,1.34
440,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 08:00:00,1.34
441,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 09:00:00,1.34
442,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 10:00:00,1.34
443,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 11:00:00,1.34
444,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 12:00:00,1.34
445,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 13:00:00,1.34
446,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 14:00:00,1.345
447,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 15:00:00,1.345
448,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 16:00:00,1.345
449,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 17:00:00,1.345
450,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 18:00:00,1.345
451,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 19:00:00,1.345
452,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 20:00:00,1.35
453,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 21:00:00,1.35
454,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 22:00:00,1.35
455,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-03-08 23:00:00,1.35
456,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 00:00:00,1.35
457,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 01:00:00,1.35
458,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 02:00:00,1.35
459,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 03:00:00,1.35
460,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 04:00:00,1.35
461,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 05:00:00,1.35
462,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 06:00:00,1.35
463,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 07:00:00,1.35
464,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 08:00:00,1.35
465,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 09:00:00,1.35
466,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 10:00:00,1.35
467,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 11:00:00,1.355
468,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 12:00:00,1.355
469,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 13:00:00,1.355
470,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 14:00:00,1.355
471,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 15:00:00,1.355
472,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 16:00:00,1.355
473,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 17:00:00,1.355
474,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 18:00:00,1.355
475,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 19:00:00,1.355
476,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 20:00:00,1.355
477,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 21:00:00,1.355
478,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 22:00:00,1.35
479,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-04-08 23:00:00,1.35
480,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 00:00:00,1.345
481,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 01:00:00,1.35
482,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 02:00:00,1.35
483,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 03:00:00,1.35
484,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 04:00:00,1.35
485,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 05:00:00,1.35
486,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 06:00:00,1.35
487,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 07:00:00,1.35
488,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 08:00:00,1.35
489,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 09:00:00,1.35
490,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 10:00:00,1.35
491,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 11:00:00,1.35
492,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 12:00:00,1.35
493,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 13:00:00,1.35
494,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 14:00:00,1.35
495,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 15:00:00,1.345
496,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 16:00:00,1.345
497,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 17:00:00,1.345
498,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2011-05-08 18:00:00,1.345
