SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Manual Hourly (meter)
309,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,01-05-2011 13:00,1.12
310,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,02-05-2011 06:00,1.115
311,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,02-05-2011 08:00,1.12
312,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,02-05-2011 13:00,1.12
313,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,03-05-2011 06:00,1.11
314,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,03-05-2011 08:00,1.115
315,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,03-05-2011 13:00,1.115
316,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,04-05-2011 06:00,1.105
317,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,04-05-2011 08:00,1.11
318,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,04-05-2011 13:00,1.11
319,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,05-05-2011 06:00,1.1
320,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,05-05-2011 08:00,1.11
321,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,05-05-2011 13:00,1.11
322,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,06-05-2011 06:00,1.075
323,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,06-05-2011 08:00,1.09
324,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,06-05-2011 13:00,1.08
325,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,07-05-2011 06:00,1.065
326,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,07-05-2011 08:00,1.07
327,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,07-05-2011 13:00,1.07
328,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,08-05-2011 06:00,1.05
329,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,08-05-2011 08:00,1.06
330,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,08-05-2011 13:00,1.055
331,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,09-05-2011 06:00,1.02
332,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,09-05-2011 08:00,1.04
333,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,09-05-2011 13:00,1.03
334,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,10-05-2011 06:00,0.99
335,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,10-05-2011 08:00,1.01
336,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,10-05-2011 13:00,1
337,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,11-05-2011 06:00,0.93
338,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,11-05-2011 08:00,0.97
339,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,11-05-2011 13:00,0.95
340,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,12-05-2011 06:00,0.85
341,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,12-05-2011 08:00,0.91
342,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,12-05-2011 13:00,0.88
343,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,13-05-2011 06:00,0.78
344,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,13-05-2011 08:00,0.82
345,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,13-05-2011 13:00,0.79
346,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,14-05-2011 06:00,0.74
347,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,14-05-2011 08:00,0.78
348,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,14-05-2011 13:00,0.75
349,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,15-05-2011 06:00,0.68
350,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,15-05-2011 08:00,0.72
351,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,15-05-2011 13:00,0.7
352,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,16-05-2011 06:00,0.67
353,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,16-05-2011 08:00,0.68
354,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,16-05-2011 13:00,0.68
355,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,17-05-2011 06:00,0.64
356,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,17-05-2011 08:00,0.66
357,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,17-05-2011 13:00,0.65
358,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,18-05-2011 06:00,0.62
359,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,18-05-2011 08:00,0.63
360,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,18-05-2011 13:00,0.63
361,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,19-05-2011 06:00,0.6
362,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,19-05-2011 08:00,0.61
363,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,19-05-2011 13:00,0.61
364,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,20-05-2011 06:00,0.56
365,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,20-05-2011 08:00,0.58
366,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,20-05-2011 13:00,0.57
367,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,21-05-2011 06:00,0.52
368,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,21-05-2011 08:00,0.54
369,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,21-05-2011 13:00,0.53
370,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,22-05-2011 06:00,0.48
371,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,22-05-2011 08:00,0.5
372,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,22-05-2011 13:00,0.49
373,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,23-05-2011 06:00,0.45
374,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,23-05-2011 08:00,0.47
375,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,23-05-2011 13:00,0.46
376,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,24-05-2011 06:00,0.42
377,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,24-05-2011 08:00,0.44
378,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,24-05-2011 13:00,0.43
379,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,25-05-2011 06:00,0.39
380,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,25-05-2011 08:00,0.41
381,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,25-05-2011 13:00,0.4
382,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,26-05-2011 06:00,0.36
383,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,26-05-2011 08:00,0.38
384,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,26-05-2011 13:00,0.37
385,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,27-05-2011 06:00,0.32
386,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,27-05-2011 08:00,0.34
387,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,27-05-2011 13:00,0.33
388,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,28-05-2011 06:00,0.29
389,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,28-05-2011 08:00,0.31
390,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,28-05-2011 13:00,0.3
391,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,29-05-2011 06:00,0.28
392,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,29-05-2011 08:00,0.29
393,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,29-05-2011 13:00,0.28
394,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,30-05-2011 06:00,0.26
395,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,30-05-2011 08:00,0.27
396,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,30-05-2011 13:00,0.27
397,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,02-07-2011 01:00,1.23
398,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0000,21.00,02-07-2011 02:00,1.27
